icm4n607_acc,iven_sense,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
885957725,3,-1.7830501,2.28495,9.99705,1779995429303
885957735,3,-1.539,2.28705,9.97095,1779995429314
885957745,3,-1.3279501,2.28495,9.481951,1779995429325
885957755,3,-1.11,2.43105,9.910951,1779995429334
885957765,3,-0.9480001,2.4520502,9.955951,1779995429344
885957776,3,-0.77805007,2.42805,9.613951,1779995429354
885957786,3,-0.53805,2.5500002,9.693001,1779995429363
885957796,3,-0.39900002,2.57205,9.894,1779995429374
885957806,3,-0.22500001,2.63205,9.868051,1779995429383
885957816,3,-0.097950004,2.57205,9.846001,1779995429394
885957826,3,0.057000004,2.5459502,9.817051,1779995429403
885957836,3,0.177,2.4400501,9.67395,1779995429413
885957846,3,0.30405003,2.36595,9.892051,1779995429424
885957856,3,0.43305,2.26095,9.760051,1779995429434
885957866,3,0.51195,2.08395,9.733951,1779995429444
885957876,3,0.58395004,1.9420501,9.82005,1779995429454
885957886,3,0.66705,1.7719501,9.778951,1779995429464
885957896,3,0.73905003,1.53495,9.717,1779995429474
885957906,3,0.69600004,1.30095,9.81,1779995429485
885957917,3,0.57195,1.047,9.8220005,1779995429495
885957927,3,0.50505,0.79995006,9.748051,1779995429505
885957937,3,0.423,0.73605,9.84405,1779995429514
885957947,3,0.28905,0.58500004,9.774,1779995429525
885957957,3,0.21300001,0.51495004,9.8560505,1779995429535
885957967,3,0.11895001,0.49905002,9.769951,1779995429545
885957977,3,-0.15300001,0.252,9.67395,1779995429555
885957987,3,-0.33495003,0.31395,9.955951,1779995429565
885957997,3,-0.30405003,0.30900002,9.760051,1779995429575
885958007,3,-0.22905001,0.24195,9.765,1779995429585
885958017,3,-0.30600002,0.26205,9.904051,1779995429596
885958027,3,-0.27495003,0.28995,9.757951,1779995429605
885958037,3,-0.25995,0.27105,9.79395,1779995429615
885958048,3,-0.30105,0.3,9.83205,1779995429626
885958058,3,-0.24405001,0.26895002,9.784051,1779995429636
885958068,3,-0.23700002,0.24000001,9.802951,1779995429646
885958078,3,-0.29595003,0.29505002,9.846001,1779995429656
885958088,3,-0.294,0.25695002,9.82005,1779995429666
885958098,3,-0.30405003,0.28800002,9.7890005,1779995429677
885958108,3,-0.246,0.24195,9.80805,1779995429686
885958118,3,-0.27,0.24495001,9.81,1779995429697
885958128,3,-0.25605002,0.32895002,9.817051,1779995429706
885958138,3,-0.27495003,0.25005,9.82005,1779995429717
885958148,3,-0.30795002,0.25395,9.81,1779995429725
885958158,3,-0.23895001,0.28995,9.80805,1779995429736
885958168,3,-0.294,0.25905,9.834001,1779995429747
885958178,3,-0.246,0.30495003,9.75,1779995429758
885958189,3,-0.26805001,0.25005,9.82695,1779995429766
885958199,3,-0.26505002,0.31905,9.769951,1779995429778
885958209,3,-0.23700002,0.25695002,9.79395,1779995429787
885958219,3,-0.21705002,0.333,9.81,1779995429797
885958229,3,-0.21705002,0.36,9.814951,1779995429807
885958239,3,-0.13800001,0.47895002,9.777,1779995429817
885958249,3,0.064050004,0.63705003,9.813001,1779995429827
885958259,3,0.33705002,0.94395006,9.802951,1779995429837
885958269,3,0.591,1.2529501,9.846001,1779995429847
885958279,3,0.76305,1.4610001,9.786,1779995429857
885958289,3,0.804,1.4490001,9.757951,1779995429867
885958299,3,0.735,1.27695,9.817051,1779995429876
885958309,3,0.60495,1.1380501,9.762,1779995429887
885958319,3,0.47595003,1.0489501,9.7240505,1779995429896
885958330,3,0.35595003,0.94605005,9.8220005,1779995429907
885958340,3,0.24900001,0.88905007,9.778951,1779995429917
885958350,3,0.15795001,0.85095006,9.784051,1779995429926
885958360,3,0.10005,0.83595,9.846001,1779995429936
885958370,3,0.061950002,0.82395005,9.79605,1779995429946
885958380,3,0.034950003,0.82695,9.778951,1779995429956
885958390,3,0.049950004,0.89805007,9.84105,1779995429967
885958400,3,0.10005,0.9580501,9.83205,1779995429977
885958410,3,0.08295,0.95595,9.85095,1779995429986
885958420,3,0.040050004,0.89400005,9.870001,1779995429996
885958430,3,-0.057000004,0.77400005,9.78195,1779995430007
885958440,3,-0.43995002,0.75000006,9.717,1779995430017
885958450,3,-0.35595003,0.65895003,9.9199505,1779995430026
885958461,3,-0.36600003,0.64905006,9.601951,1779995430038
885958471,3,-0.35895002,0.61095005,9.834001,1779995430048
885958481,3,-0.38505003,0.59895,9.846001,1779995430059
885958491,3,-0.423,0.51495004,9.721951,1779995430069
885958501,3,-0.43305,0.45495003,9.813001,1779995430079
885958511,3,-0.44505003,0.48405004,9.873,1779995430089
885958521,3,-0.41805002,0.56805,9.814951,1779995430099
885958531,3,-0.41400003,0.55605,9.82695,1779995430109
885958541,3,-0.46605003,0.48900002,9.801001,1779995430119
885958551,3,-0.55695003,0.43395,9.82695,1779995430129
885958561,3,-0.65505004,0.43395,9.861,1779995430139
885958571,3,-0.81795,0.38595003,9.910951,1779995430149
885958581,3,-0.84705,0.47895002,9.769951,1779995430158
885958591,3,-0.91395,0.25695002,9.85305,1779995430169
885958602,3,-1.3980001,-0.21105,9.540001,1779995430179
885958612,3,-1.2589501,0.08400001,9.8869505,1779995430189
885958622,3,-1.09395,0.26895002,10.207951,1779995430199
885958632,3,-1.00995,0.43395,9.564,1779995430210
885958642,3,-1.01205,0.58500004,9.784051,1779995430219
885958652,3,-1.04595,0.64500004,9.870001,1779995430230
885958662,3,-1.029,0.78795004,9.834001,1779995430240
885958672,3,-0.94995004,0.75705004,9.733951,1779995430250
885958682,3,-0.82995003,0.63705003,9.813001,1779995430260
885958692,3,-0.79200006,0.55095005,9.87705,1779995430270
885958702,3,-0.744,0.50100005,9.8560505,1779995430281
885958712,3,-0.64605004,0.33600003,9.861,1779995430291
885958722,3,-0.56895,0.16305001,9.66705,1779995430300
885958732,3,-0.55005,-0.076950006,9.748051,1779995430311
885958743,3,-0.61200005,-0.24495001,9.7890005,1779995430320
885958753,3,-0.67905,-0.40095,9.8220005,1779995430331
885958763,3,-0.75795,-0.45600003,9.83895,1779995430341
885958773,3,-0.80895007,-0.40800002,9.846001,1779995430351
885958783,3,-0.79905003,-0.36195,9.880051,1779995430361
885958793,3,-0.79395,-0.27105,9.748051,1779995430371
885958803,3,-0.74205005,-0.20205002,9.8220005,1779995430381
885958813,3,-0.65295005,-0.15900001,9.80805,1779995430391
885958823,3,-0.54105,-0.079950005,9.82005,1779995430401
885958833,3,-0.45405003,0.08205,9.778951,1779995430412
885958843,3,-0.42795002,0.19905001,9.86295,1779995430421
885958853,3,-0.41805002,0.20895001,9.817051,1779995430431
885958863,3,-0.42105,0.18705001,9.80595,1779995430442
885958873,3,-0.43500003,0.12705001,9.786,1779995430452
885958884,3,-0.48105,0.12495001,9.814951,1779995430462
885958894,3,-0.57195,0.156,9.82905,1779995430471
885958904,3,-0.59595,0.11100001,9.817051,1779995430482
885958914,3,-0.648,0.03195,9.80805,1779995430492
885958924,3,-0.68700004,-0.010050001,9.813001,1779995430502
885958934,3,-0.69600004,-0.03705,9.814951,1779995430512
885958944,3,-0.73005,-0.049050003,9.817051,1779995430522
885958954,3,-0.75795,-0.039,9.82005,1779995430532
885958964,3,-0.74595004,-0.02205,9.814951,1779995430541
885958974,3,-0.71805006,0.052950002,9.8220005,1779995430553
885958984,3,-0.33495003,0.34800002,9.922951,1779995430563
